Name,Address,City State,ZIP,Number of Sites,Url,latitude,longitude
Countryside Estates,"Davis,","Mackinaw, IL",61755.0,46,https://www.mhvillage.com/parks/11441,40.7474784,-92.3965311
Northwood Mobile Estates,"602 North Wood Street,","Maroa, IL",61756.0,66,https://www.mhvillage.com/parks/10896,32.3560705,-97.393937
Landings Estates,"1901 North Linden Street,","Normal, IL",61761.0,288,https://www.mhvillage.com/parks/11077,40.538862,-88.98361
Northmeadow Village,"856 A Street,","Normal, IL",61761.0,274,https://www.mhvillage.com/parks/11078,32.7189523,-117.1569567
Royal Acres Manufactured Home & RV Community,"605 Pine Street,","Normal, IL",61761.0,138,https://www.mhvillage.com/parks/11080,40.5176731,-88.9777427
Redwood MHC,"15242 East 1830 North Road,","Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/10860,40.8923375,-88.6371797
Vermillion Estates,"1225 4H Park Road,","Pontiac, IL",61764.0,140,https://www.mhvillage.com/parks/10863,40.7049187,-89.2688048
Oakridge Park,"1037 East Water Street,","Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/10859,38.0275847,-78.4725874
Sandy Creek Estates,"601 W Lincoln Ave,","Pontiac, IL",61764.0,Not found,https://www.mhvillage.com/parks/106928,40.8869368,-88.6346265
Kinsell Mobile Home Park,"410 East Lincoln Street,","Saybrook, IL",61770.0,Not found,https://www.mhvillage.com/parks/11081,42.4522584,-76.4958556
Neighbors of Hickory Hill,"973 County Road 2250,","Secor, IL",61771.0,Not found,https://www.mhvillage.com/parks/129184,40.5698893,-96.9598461
"Wilsons on University MHC, LLC","1746 Wilson Road,","Urbana, IL",61801.0,42,https://www.mhvillage.com/parks/10264,40.1165532,-88.1840964
Rock Park,"Main,","Urbana, IL",61801.0,15,https://www.mhvillage.com/parks/10260,49.9354788,9.8058264
Carriage Estates (Chief Illini),"63 1/2 Shemauger Trail,","Urbana, IL",61802.0,64,https://www.mhvillage.com/parks/10246,40.1190681,-88.1773692
"Carriage Estates MHC, LLC","58 Bridle Lane,","Urbana, IL",61802.0,57,https://www.mhvillage.com/parks/10245,40.7569112,-73.541288
"Ivanhoe Estates MHC, LLC","26 Ivanhoe Drive,","Urbana, IL",61802.0,336,https://www.mhvillage.com/parks/10253,40.6588876,-73.5604133
"Liberty Estate Commons MHC, LLC","1776 Independence,","Urbana, IL",61802.0,433,https://www.mhvillage.com/parks/74639,40.13438365,-88.18747473
"Surbana Estates MHC, LLC","101 Dewey Street,","Urbana, IL",61802.0,95,https://www.mhvillage.com/parks/10262,40.787669,-73.5444527
"Woods Edge MHC, LLC","202 Apple Tree Drive,","Urbana, IL",61802.0,170,https://www.mhvillage.com/parks/10265,44.6622293,-72.8579826
"Northwood Estates MHC, LLC","5 Northwood Circle,","Urbana, IL",61802.0,113,https://www.mhvillage.com/parks/10258,30.3574161,-89.1863231
"Spruce Commons MHC, LLC","1 Fern St.,","Urbana, IL",61802.0,34,https://www.mhvillage.com/parks/110926,51.5211417,-0.0192719
"Surbana Estates MHC, LLC (Trailside)","2410 E. Main Street,","Urbana, IL",61802.0,16,https://www.mhvillage.com/parks/104881,40.1128755,-88.1756975
Woodland Acres,"2200 East University Avenue,","Urbana, IL",61802.0,93,https://www.mhvillage.com/parks/31959,40.1158366,-88.1835374
Powells Mobile Home Park,"2608 Brownfield Rd,","Urbana, IL",61802.0,26,https://www.mhvillage.com/parks/57654,39.925516,-82.8501607
Arleen Trailer Park,"2602 Brownfield Rd,","Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/57660,39.9256563,-82.8501527
Country View Estates,"1604 East Olympian Road,","Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/10249,40.156705,-88.1630281
Ehler's Trailer Park,"3711 North Cunningham Avenue,","Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/10250,40.1532608,-88.1842994
Country Manor Mh Park,"1513 County Road 2300 N,","Urbana, IL",61802.0,Not found,https://www.mhvillage.com/parks/57658,39.0708251,-88.9729145
Sunny Oak Mobile Home Park,"27644 N 1700 E Rd,","Bismarck, IL",61814.0,36,https://www.mhvillage.com/parks/11456,40.26621149,-87.6230825
Shadowwood Mobile Home Park,"1600 North Market Street,","Champaign, IL",61820.0,272,https://www.mhvillage.com/parks/10207,32.5381905,-93.7707756
"Edgebrook Estates MHC, LLC","515 Edgebrook Drive,","Champaign, IL",61820.0,47,https://www.mhvillage.com/parks/10203,29.6455216,-95.2259088
Country Tyme Estates,"1301 East Leverett Road #31,","Champaign, IL",61821.0,44,https://www.mhvillage.com/parks/10202,42.4204861,-72.5074002
New Century Estates,"4809 West Windsor Road,","Champaign, IL",61822.0,169,https://www.mhvillage.com/parks/10206,47.628341,-117.4810229
Frazier Acres,"537 Country Rd 1600 N,","Champaign, IL",61822.0,Not found,https://www.mhvillage.com/parks/106838,40.11294093,-88.36321608
Thomas Mobile Home Park,"55 Greenwood Cemetery Road,","Danville, IL",61832.0,25,https://www.mhvillage.com/parks/11480,40.106267,-87.621521
Coach Light Mobile Home Park,"12 Coachlight Drive,","Danville, IL",61832.0,44,https://www.mhvillage.com/parks/11459,42.1982713,-79.2506443
St Clair Mobile Home Park,"1237 Perrysville Road,","Danville, IL",61832.0,50,https://www.mhvillage.com/parks/11478,40.7020385,-82.4148232
Danville Mobile Home Park,"1202 Perrysville Avenue,","Danville, IL",61832.0,110,https://www.mhvillage.com/parks/11462,39.985458,-87.62766
Danville Mobile Home Park,"300 Spelter Avenue,","Danville, IL",61832.0,90,https://www.mhvillage.com/parks/11473,40.076009,-87.639588
Big Rock Mobile Home Court,"1362 W. Williams Street,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11457,40.1344443,-87.6526684
Castleberrys Pondview Mh Park,"310 Blackford St,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/57958,39.7718221,-86.1702347
Coachlight Mobile Home Park,"1 Coachlight Dr,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/57662,42.197912,-79.252392
Cornells Mh Park,"806 Perrysville Ave,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/57957,40.1145411,-87.6152182
Glen Ayre Mobile Home Park,"540 E 14th St,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/106990,40.10157983,-87.61845923
Long's Mobile Home Park,"1330 West Williams Street,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11458,43.5908304,-116.1978137
Shelby Mobile Home Park,"204 East Hegeler Lane,","Danville, IL",61832.0,Not found,https://www.mhvillage.com/parks/11469,40.0757122,-87.6311489
Glendale Mobile Home Park,"1831 Perrysville Road,","Danville, IL",61834.0,84,https://www.mhvillage.com/parks/11467,40.1077708,-87.5956875
Valley Run Mobile Home Park,"1800 Perrysville Road,","Danville, IL",61834.0,60,https://www.mhvillage.com/parks/11481,40.108821,-87.595047
Pals Mobile Home Park,"701 S Griffin St,","Danville, IL",61834.0,Not found,https://www.mhvillage.com/parks/57949,40.115433,-87.602147
Joanna's Kountry Kourt,"14113 Murray Clark Rd,","Danville, IL",61834.0,Not found,https://www.mhvillage.com/parks/107204,40.07456185,-87.61067746
Deeter's Mobile Estates,"433 West Clinton Avenue,","Farmer City, IL",61842.0,Not found,https://www.mhvillage.com/parks/10456,36.7719933,-119.8169134
Shepherd Mobile Estates,"40 Glenbrook Lane,","Fisher, IL",61843.0,Not found,https://www.mhvillage.com/parks/10208,42.2880676,-71.8500776
Neild's Mobile Manor,"1710 N Main St,","Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/11485,39.99079413,-87.63782704
Shelbys Mh Park,"710 Mill Rd,","Georgetown, IL",61846.0,Not found,https://www.mhvillage.com/parks/57895,39.978487,-87.62408936
Camelot Estates,"2380 County Road 3100 N,","Gifford, IL",61847.0,11,https://www.mhvillage.com/parks/57893,39.1872082,-88.8209214
Candlewood Estates,"808 North Prairie View Road,","Mahomet, IL",61853.0,650,https://www.mhvillage.com/parks/10211,40.20539625,-88.36495743
Carriage Estates Mobile Home Park,"601 Carriage Drive,","Monticello, IL",61856.0,26,https://www.mhvillage.com/parks/11167,36.125397,-80.261351
Monroe Street Mobile Home Park,"353 West Monroe Street,","Monticello, IL",61856.0,Not found,https://www.mhvillage.com/parks/11168,43.050786,-74.8745724
Cramer Trailer Haven,"6 Carter Dr,","Oakwood, IL",61858.0,Not found,https://www.mhvillage.com/parks/57775,35.015366,-108.2961725
Lawndale Mh Park,"2630 Batestown Rd,","Oakwood, IL",61858.0,Not found,https://www.mhvillage.com/parks/57774,40.1181384,-87.7071213
Lake Bluff Mobile Home Park,"20 Pattie Dr,","Oakwood, IL",61858.0,123,https://www.mhvillage.com/parks/11497,41.3603809,-81.8739554
Maplewood Estates,"1300 North Maplewood Drive,","Rantoul, IL",61866.0,112,https://www.mhvillage.com/parks/10224,40.3161207,-88.1365038
Fountain Valley,"1 Fountain Valley,","Rantoul, IL",61866.0,190,https://www.mhvillage.com/parks/10218,40.281206,-88.169653
"Heritage Meadows MHC, LLC","600 South Maplewood Drive,","Rantoul, IL",61866.0,227,https://www.mhvillage.com/parks/10219,43.592408,-84.275667
Rancho Rantoul Estates,"8 Mahoning Avenue,","Rantoul, IL",61866.0,2,https://www.mhvillage.com/parks/128982,41.4857259,-81.6799195
Abe's Estates,"1140 North Century Boulevard,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10213,40.3215163,-88.1538866
Eastside Mobile Home Village,"1938 County Road 3000 N,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10216,40.3125183,-88.0905789
Youngstown Estates,"2 Mahoning Avenue,","Rantoul, IL",61866.0,Not found,https://www.mhvillage.com/parks/10220,41.485726,-81.679911
Cooper Estates,"County Rd 1600 N,","Seymour, IL",61875.0,16,https://www.mhvillage.com/parks/11720,40.10234285,-88.41606146
G&C Estates,"107 N Grant,","Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107046,40.1063734,-88.4283111
Westview Manor,"Sheridan Center-West St,","Seymour, IL",61875.0,Not found,https://www.mhvillage.com/parks/107058,39.948852,-75.1553921
Horizon Estates Mh Park,"900 W Central Ave,","Thomasboro, IL",61878.0,Not found,https://www.mhvillage.com/parks/57666,40.238857,-88.195554
The Oaks MHP,"90 The Oaks,","Tolono, IL",61880.0,126,https://www.mhvillage.com/parks/10241,53.4461893,-6.2442272
Pleasant Plains Mobile Home Park,"790 County Road 800 North,","Tolono, IL",61880.0,22,https://www.mhvillage.com/parks/10242,39.3181473,-85.9359392
Country Aire Mobile Home Park,"16572 East 1200 North Road,","Westville, IL",61883.0,Not found,https://www.mhvillage.com/parks/11500,40.042529,-87.627888
Atwood MHC West,"302 S Indiana St,","Atwood, IL",61913.0,Not found,https://www.mhvillage.com/parks/107294,39.8026149,-88.4656688
North Side Mobile Home Park,"18 N First St,","Bethany, IL",61914.0,Not found,https://www.mhvillage.com/parks/106974,39.65119054,-88.74233616
University Estates,"775 W. Elm Ave.,","Charleston, IL",61920.0,98,https://www.mhvillage.com/parks/10317,39.5022782,-88.195325
Longacre Estates,"530 Reynolds Dr., #137,","Charleston, IL",61920.0,124,https://www.mhvillage.com/parks/10312,40.4484956,-86.1246966
Eastern Estates,"505 North Division Street,","Charleston, IL",61920.0,125,https://www.mhvillage.com/parks/10314,47.3120366,-122.2303034
Brooks Mh Park,"513 Reynolds Dr,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58008,38.2437716,-122.6201299
Fairview Mh Park,"617 W State St,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10310,39.4991171,-88.1900811
Mercer Mobile Home Court,"1600 Tyler Ave,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10313,37.1228337,-80.5366791
Shady Point Mobile Home Court,"520 W Madison Ave,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58003,39.4959476,-88.1874592
Slifer's Rancho Mobile Home Park,"1801 Madison Avenue,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/10315,39.4974128,-88.1634561
Seven Hickory Estates,"17336 E County Rd 1400N,","Charleston, IL",61920.0,Not found,https://www.mhvillage.com/parks/58004,39.57882852,-88.152562
Lakeview Ranch,"1 Lakeview Road,","Gays, IL",61928.0,137,https://www.mhvillage.com/parks/74510,31.3555186,-89.3408887
Heights,"Jefferson St,","Humboldt, IL",61931.0,14,https://www.mhvillage.com/parks/10319,40.7066877,-73.9230698
Lakeland Estates Mobile Home and RV Park,"4808 Paradise Road,","Mattoon, IL",61938.0,93,https://www.mhvillage.com/parks/10324,39.4323249,-88.3822337
Wilson Mobile Home Park,"812 N 9th St,","Mattoon, IL",61938.0,95,https://www.mhvillage.com/parks/82,39.4912604,-88.3643061
Old State Village,"5294 Old State Road,","Mattoon, IL",61938.0,200,https://www.mhvillage.com/parks/10326,39.4571316,-88.3723751
Mattoon Mobile Village,"609 Marion Avenue,","Mattoon, IL",61938.0,45,https://www.mhvillage.com/parks/10325,32.7166073,-97.3217001
Bennett Trailer Park,"1512 Shelby Ave,","Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106970,36.1705179,-86.7443839
Green Acres MHC,"10055 Us Hwy 45,","Mattoon, IL",61938.0,Not found,https://www.mhvillage.com/parks/106842,39.52251366,-88.35842066
Cherrypoint Mobile Home Park,"607 Cherry Point Road,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/10479,38.0140576,-76.5006437
New Haven Mobile Home Park,"319 West Blackburn Road,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/10481,32.9799431,-96.6318949
Paris Mh Park,"105 Ann St,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/57757,39.619713,-87.694154
Sutton Place,"1244 N Main St,","Paris, IL",61944.0,Not found,https://www.mhvillage.com/parks/106870,39.63975857,-87.69112703
Sullivan MHP South,"208 Patterson Road,","Sullivan, IL",61951.0,66,https://www.mhvillage.com/parks/103917,-37.9269689,145.0454402
Sullivan MHP North,"722 W. Hunter St.,","Sullivan, IL",61951.0,73,https://www.mhvillage.com/parks/103915,39.6042626,-88.6143485
Parkview Mobile Home Court,"1 Parkview Trailer Court,","Tuscola, IL",61953.0,30,https://www.mhvillage.com/parks/10468,40.010829,-90.418523
Prairie View Acres,"932 East County Road 750 North,","Tuscola, IL",61953.0,26,https://www.mhvillage.com/parks/37534,39.7605921,-88.3012493
Okaw Mobile Home Court,"801 North Carico Street,","Tuscola, IL",61953.0,100,https://www.mhvillage.com/parks/10467,37.734434,-89.221603
Elmwood Estates,"401 E Walnut St,","Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/57650,39.866049,-88.155609
Waymire Mobile Home Park,"Waymire Ln,","Villa Grove, IL",61956.0,Not found,https://www.mhvillage.com/parks/107196,43.4353165,-124.1749865
Windsor Mobile Home Park,"505 S Oak St,","Windsor, IL",61957.0,Not found,https://www.mhvillage.com/parks/57624,39.4347608,-88.5953349
Enchanted Village,"246 Wonderland Dr.,","Alton, IL",62002.0,521,https://www.mhvillage.com/parks/10926,38.9192424,-90.1000655
Glenwood,"3431 Seminary Street,","Alton, IL",62002.0,63,https://www.mhvillage.com/parks/10924,38.9244464,-90.1423576
Rockspring Mobile Home Park,"2115 College Avenue,","Alton, IL",62002.0,Not found,https://www.mhvillage.com/parks/10925,38.9032786,-90.1549441
Newcastle Park LLC,"1410 West Dr,","Bethalto, IL",62010.0,33,https://www.mhvillage.com/parks/10932,38.9130792,-90.0622317
Airport Mobile Home Park,"500 W Bethalto Drive,","Bethalto, IL",62010.0,Not found,https://www.mhvillage.com/parks/10927,38.9013275,-90.0561225
Beth Mor Mobile Home Park,"750 South Moreland Road,","Bethalto, IL",62010.0,89,https://www.mhvillage.com/parks/10928,38.896674,-90.0303098
Pohlmans Mobile Home Court,"900 Maple St,","Carrollton, IL",62016.0,Not found,https://www.mhvillage.com/parks/58035,39.298727,-90.414052
Neumann's Old Oak Ridge Manufactured Home Community,"100 S Wesley Dr,","East Alton, IL",62024.0,54,https://www.mhvillage.com/parks/10951,-38.0347834,145.3103431
Shady Lane Mobile Home Park,"144 E Alton Ave,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/57931,33.7050282,-117.8672683
Airline Mh Village,"11 Fern Lane,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10947,43.6408874,-70.2302311
Fairfax Mobile Home Park,"210 Cooper Avenue,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10948,41.4392395,-79.7047131
Moores Mobile Home Park,"226 Virginia St,","East Alton, IL",62024.0,Not found,https://www.mhvillage.com/parks/10950,38.8855091,-90.1189895
Quail Run Mobile Home Community,"5100 Kay Lane,","Edwardsville, IL",62025.0,67,https://www.mhvillage.com/parks/10958,27.452823,-81.476372
Stone Meadows Mobile Home Park,"2900 Sand Road,","Edwardsville, IL",62025.0,284,https://www.mhvillage.com/parks/11696,38.762688,-90.025832
Serenity Circle Mobile Home Park,"5261 Chain Of Rocks Road,","Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/10959,38.7601776,-90.018062
West Union Mobile Home Court,"436 W Union St,","Edwardsville, IL",62025.0,Not found,https://www.mhvillage.com/parks/57923,43.0462025,-77.1064255
Cappelatti Washburn Court,"600 Charles St,","Gillespie, IL",62033.0,Not found,https://www.mhvillage.com/parks/57892,39.116577,-89.819376
"East 30 Commons MHC, LLC","81 Glen Crossing Road,","Glen Carbon, IL",62034.0,95,https://www.mhvillage.com/parks/10960,38.752331,-89.9660397
Wheel Ranch Mobile Home Park,"1 Wheel Ranch Park,","Glen Carbon, IL",62034.0,32,https://www.mhvillage.com/parks/10945,38.740639,-90.000736
Coachlight Mobile Home Park,"170 Coachlight Trailer Park,","Glen Carbon, IL",62034.0,Not found,https://www.mhvillage.com/parks/106852,38.7496199,-89.9756117
Poplar Mobile Home Court,"5306 Godfrey Rd,","Godfrey, IL",62035.0,Not found,https://www.mhvillage.com/parks/57889,38.942218,-90.1910676
Kanallakan Court,"30106 Ingham Ln,","Godfrey, IL",62035.0,Not found,https://www.mhvillage.com/parks/107348,39.0068468,-90.2372891
Oak Grove,"2716 West Delmar Ave.,","Godfrey, IL",62035.0,73,https://www.mhvillage.com/parks/10962,38.9364417,-90.2439537
Sunny Hill,"20355 State Highway 3,","Grafton, IL",62037.0,Not found,https://www.mhvillage.com/parks/57888,38.99433329,-90.4170389
Mallard Lake,"135 Mallard Dr.,","Pontoon Beach, IL",62040.0,278,https://www.mhvillage.com/parks/29231,36.7703548,-76.5709345
"Village Green MHC, LLC","3801 Lake Drive,","Pontoon Beach, IL",62040.0,135,https://www.mhvillage.com/parks/10977,32.176633,-110.804776
Windsor Village,"4664 State Route 162,","Pontoon Beach, IL",62040.0,110,https://www.mhvillage.com/parks/29408,38.7045408,-90.1037276
Edwards MHP,"3113 W Chain Of Rocks Rd,","Granite City, IL",62040.0,65,https://www.mhvillage.com/parks/57882,38.7621232,-90.1315263
Sunny Shores Mobile Estates,"3120 W Chain Rocks Road,","Granite City, IL",62040.0,130,https://www.mhvillage.com/parks/10976,38.76399926,-90.10742746
66 Mobile Home Park,"5445 Maryville Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57885,38.759399,-90.104128
Chain Of Rocks,"3123 W Chain Of Rocks Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57884,38.7606049,-90.1080369
"Holiday Estates MHC, LLC","4419 Horeshoe Lake Road,","Pontoon Beach, IL",62040.0,217,https://www.mhvillage.com/parks/10967,38.7012053,-90.04482734
Park Towne West Mobile Home Park,"1A Parktown Drive,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10972,38.70939,-90.1676399
Cottonwood Mobile Home Park,"4140 Division Street,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/10965,38.7128125,-90.16367
Country Mobile Home Park,"4536 Highway 162,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57883,41.3183466,-111.8528106
Lakewind Estates,"4734 Lake Dr,","Pontoon Beach, IL",62040.0,Not found,https://www.mhvillage.com/parks/107124,36.913938,-76.1317125
Lakewind Estates,"4734 Lake Dr,","Pontoon Beach, IL",62040.0,Not found,https://www.mhvillage.com/parks/107126,36.913938,-76.1317125
Lazy D Mh Park,"732 E Chain Of Rocks Rd,","Granite City, IL",62040.0,Not found,https://www.mhvillage.com/parks/57881,38.7613991,-90.078434
Hartford Mobile Home Park,"902 North Delmar Avenue,","Hartford, IL",62048.0,Not found,https://www.mhvillage.com/parks/10978,38.8410485,-90.0955431
Tri Lake Mobile Home Park,"22747 Miller Lake Rd.,","Jerseyville, IL",62052.0,42,https://www.mhvillage.com/parks/10664,39.107879,-90.3473171
Kamper Kompanion Mobile Home Park,"18388 East Frontage Road,","Litchfield, IL",62056.0,Not found,https://www.mhvillage.com/parks/11099,39.2748953,-89.6388219
Three Acre Court,"115 E Main St,","Staunton, IL",62088.0,Not found,https://www.mhvillage.com/parks/57685,39.0122223,-89.7869273
Rocwood Mobile Home Park,"45 Carroll Wood Drive,","Wood River, IL",62095.0,112,https://www.mhvillage.com/parks/10989,38.9425721,-90.1919346
Belmont Mobile Home Park,"5200 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11362,38.655921,-90.097466
Forum Mobile Home Park,"5300 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11366,38.656836,-90.096671
Havahome Mobile Home Park,"5100 Collinsville Road,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/11367,38.6547783,-90.0981981
Shamrock Haven,"3107 Kingshighway,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/36210,38.6524262,-90.093382
Illinoi Mh Park,"5598 Collinsville Rd,","East Saint Louis, IL",62201.0,Not found,https://www.mhvillage.com/parks/57926,38.659375,-90.089896
K & W,"1105 North 79th Street,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11368,40.8246132,-96.6133118
Park Manor Estates,"1120 North 79th Street,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11374,40.8248262,-96.6129069
Santa Barbara Village,"6 Santa Barbara Lane,","East Saint Louis, IL",62203.0,Not found,https://www.mhvillage.com/parks/11378,38.6021007,-90.0586874
Pheasant Run Mobile Home Community,"87 Circle Creek Lane,","Cahokia, IL",62206.0,123,https://www.mhvillage.com/parks/11377,37.8988928,-122.0941151
Colonial,"2820 Calvin Boulevard,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11364,38.5493107,-90.1328749
Lazy Acres Mobile Home Park,"2800 Calvin Boulevard,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11370,38.549245,-90.132282
Patricia Village,"2900 Camp Jackson Rd,","Cahokia, IL",62206.0,Not found,https://www.mhvillage.com/parks/58062,38.549685,-90.128756
Thunderbird Court,"2839 Camp Jackson Road,","East Saint Louis, IL",62206.0,Not found,https://www.mhvillage.com/parks/11380,38.549964,-90.1299778
Daland Court,"200 N 45th St,","Alorton, IL",62207.0,Not found,https://www.mhvillage.com/parks/58128,38.587317,-90.115376
Arapaho Village,"135 Arapaho Drive,","Belleville, IL",62220.0,147,https://www.mhvillage.com/parks/11306,34.8511367,-92.4318473
Sycamore Glen,"Periwinkle  Circle,","Belleville, IL",62220.0,Not found,https://www.mhvillage.com/parks/127582,38.4957014,-89.9654348
Green Mount Station,"1701 Mascoutah Ave,","Belleville, IL",62221.0,96,https://www.mhvillage.com/parks/27863,38.504814,-89.957346
Meadowbrook,"2512 E B Street, Unit B,","Belleville, IL",62221.0,176,https://www.mhvillage.com/parks/11322,38.52841692,-89.94852497
Oak Park Estates,"1200 West Blvd,","Belleville, IL",62221.0,85,https://www.mhvillage.com/parks/11691,34.05176,-118.332382
Pine Lawn Mobile Home Estates,"2414 East Main Street,","Belleville, IL",62221.0,49,https://www.mhvillage.com/parks/11326,38.5222416,-89.9575411
Cat & Fiddle Mobile Home Park,"8301 Old Saint Louis Road,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11308,38.5494619,-90.0730462
Sutter's Mobile Home Park,"2805 South Belt West,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11333,38.5264366,-90.0233828
Villa Court Mobile Home Park,"340 Princeton Dr,","Belleville, IL",62223.0,Not found,https://www.mhvillage.com/parks/11336,33.6661469,-117.9137988
Dutch Hollow,"2495 Royal Mine Road,","Belleville, IL",62226.0,464,https://www.mhvillage.com/parks/11314,38.5487776,-90.0044882
Country Meadows Manufactured Home Community & RV,"2211 North Illinois Street,","Swansea, IL",62226.0,231,https://www.mhvillage.com/parks/11312,39.7975837,-86.1590008
McDonald Mobile Homes & RV,"N Belt W &Amp; N Illinois St,","Swansea, IL",62226.0,73,https://www.mhvillage.com/parks/127652,38.51974047,-89.99424364
Pine Manor,"1750 Roosevelt Ave,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/31719,38.5141697,-90.0120348
M & M Mobile Manor,"1401 N Illinois St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/11320,38.527642,-89.984305
Quail Run Mobile Home Community,"500 Anna Street,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/11328,39.761702,-84.236244
Shawn Mobile Home Park,"3 Shawn Drive,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/11331,42.1368784,-71.0574276
Westview Mobile Home Park,"3001 S Belt W,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/11338,38.5305299,-90.0281308
Cleveland Mobile Home Park,"4216 N Illinois St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57674,39.8324953,-86.1593712
Family Tree Park,"3213 S Belt,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/107076,38.5312396,-90.0284969
Varski Properties MHP #1,"2919 S Belt West Suite C,","Belleville, IL",62226.0,Not found,https://www.mhvillage.com/parks/107026,38.52958342,-90.02637977
Swansea MHP,",","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/129240,38.5339392,-89.9889936
Germains Mh Park,"1330 N 17th St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/57673,38.5324603,-90.001749
North Town Trailer Park,"1300 Block N 1st St,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106818,38.52638237,-89.98558219
Swansea Village Mobile Home Park,"500 Ann St Swansea Il 62226,","Swansea, IL",62226.0,Not found,https://www.mhvillage.com/parks/106702,38.53151241,-89.97894073
"VINUS, Inc. Mobile Home Park","1710 Ridge Street,","Carlyle, IL",62231.0,35,https://www.mhvillage.com/parks/10295,38.6071319,-89.3796442
Carlyle Mobile Home Park,"410 Ridge,","Carlyle, IL",62231.0,6,https://www.mhvillage.com/parks/10293,42.0933344,-89.9714727
Quinns Mobile Home Park,"110 6th St,","Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/58037,38.6064303,-89.3649801
S&W Mobile Home Park,"1450 Fairfax St,","Carlyle, IL",62231.0,Not found,https://www.mhvillage.com/parks/107210,35.1753707,-89.9706872
Willow Woods Estates,"1166 Hollywood Heights Road,","Caseyville, IL",62232.0,41,https://www.mhvillage.com/parks/11347,38.6370332,-89.9881926
Quail Run of Caseyville,"25 Willow Wood,","Caseyville, IL",62232.0,40,https://www.mhvillage.com/parks/105459,54.2080353,-8.5115628
Countryside Gardens,"10 Susanne Court,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11344,38.640365,-90.034095
Bethel Terrace Mh Park,"21 Roberta Dr,","Caseyville, IL",62232.0,Not found,https://www.mhvillage.com/parks/11341,-43.5627087,172.6163855
